Class,Sentence 1,Sentence 2,Similarity Score,Negation Count S1,Negation Count S2,Variation Type
Class 1,Edge devices not reduce network congestion.,Processing data at the edge minimizes bandwidth usage in IoT applications.,43.01,1,0,Multiple negations S1
Class 1,Edge devices reduce network congestion.,Processing data at the do not edge minimizes bandwidth do not usage in IoT applications.,73.12,0,4,Multiple negations S2
Class 1,Edge devices reduce do not network congestion.,Processing data at the edge minimizes bandwidth usage in IoT applications.,73.12,2,0,Multiple negations S1
Class 1,Edge devices reduce network congestion.,Processing data at the edge do not minimizes bandwidth do not usage in IoT applications.,73.12,0,4,Multiple negations S2
Class 1,Fog computing enhances real-time data processing.,Fog nodes handle local computations before transmitting data to the cloud.,85.53797185,0,0,Original
Class 1,Fog computing does not enhanc real-time data processing.,Fog nodes handle local computations before transmitting data to the cloud.,72.71,2,0,Single negation S1
Class 1,Fog computing enhances real-time data processing.,Fog nodes handle not local computations before transmitting data to the cloud.,42.77,0,1,Single negation S2
Class 1,Fog computing does not enhanc real-time data processing.,Fog nodes handle not local computations before transmitting data to the cloud.,42.77,2,1,Even negations - cancel
Class 1,Fog computing does not enhanc real-time do not data processing.,Fog nodes handle not local computations before not transmitting data to the cloud.,72.71,4,2,Even negations - cancel
Class 1,Fog computing does not enhanc real-time data processing.,Fog nodes handle not local computations before transmitting not data to the cloud.,72.71,2,2,Even negations - cancel
Class 1,Fog computing does not enhanc real-time do not data processing.,Fog nodes handle local computations not before transmitting data to the cloud.,42.77,4,1,Even negations - cancel
Class 1,Fog computing does not enhanc real-time do not data processing.,Fog nodes handle local computations before do not transmitting data to the cloud.,72.71,4,2,Odd negations - no cancel
Class 1,Fog computing does not enhanc real-time data processing.,Fog nodes handle local do not computations before transmitting do not data to the cloud.,72.71,2,4,Odd negations - no cancel
Class 1,Fog computing does not enhanc real-time do not data processing.,Fog nodes handle local do not computations before transmitting do not data to the cloud.,72.71,4,4,Odd negations - no cancel
Class 1,Fog computing does not enhanc real-time not data processing.,Fog nodes handle do not local computations before not transmitting not data to the cloud.,42.77,3,4,Odd negations - no cancel
Class 1,Fog computing enhances real-time data processing.,Fog nodes handle do not local computations before transmitting data to the cloud.,72.71,0,2,Odd negations - no cancel
Class 1,Fog computing does not enhanc real-time not data processing.,Fog nodes handle local computations before transmitting data to the cloud.,42.77,3,0,Multiple negations S1
Class 1,Fog computing enhances real-time data processing.,Fog nodes handle local do not computations before do not transmitting data to the cloud.,72.71,0,4,Multiple negations S2
Class 1,Fog computing enhances real-time data processing.,Fog nodes not handle local do not computations before transmitting not data to the cloud.,72.71,0,4,Multiple negations S2
Class 1,Edge AI enables real-time decision-making on IoT devices.,Artificial intelligence models run locally on edge devices for quick responses.,96.14537512,0,0,Original
Class 1,Edge AI does not enabl real-time decision-making on IoT devices.,Artificial intelligence models run locally on edge devices for quick responses.,81.72,2,0,Single negation S1
Class 1,Edge AI enables real-time decision-making on IoT devices.,Artificial intelligence models run locally on edge devices for do not quick responses.,81.72,0,2,Single negation S2
Class 1,Edge AI does not enabl real-time decision-making on IoT devices.,Artificial intelligence models run locally on edge devices for do not quick responses.,81.72,2,2,Even negations - cancel
Class 1,Edge AI does not enabl real-time decision-making on IoT devices.,Artificial intelligence do not models run locally on edge devices for do not quick responses.,81.72,2,4,Even negations - cancel
Class 1,Edge AI does not enabl real-time decision-making on IoT devices.,Artificial intelligence models not run locally on not edge devices for not quick responses.,48.07,2,3,Even negations - cancel
Class 1,Edge AI does not enabl real-time decision-making on do not IoT devices.,Artificial intelligence models do not run locally on edge devices for quick responses.,81.72,4,2,Even negations - cancel
Class 1,Edge AI does not enabl real-time not decision-making on IoT devices.,Artificial intelligence models not run locally on edge devices for quick responses.,81.72,3,1,Odd negations - no cancel
Class 1,Edge AI does not enabl real-time decision-making on IoT devices.,Artificial intelligence models run not locally on edge devices for not quick responses.,81.72,2,2,Odd negations - no cancel
Class 1,Edge AI does not enabl real-time not decision-making on IoT devices.,Artificial intelligence do not models run locally on edge do not devices for quick responses.,48.07,3,4,Odd negations - no cancel
Class 1,Edge AI does not enabl real-time do not decision-making on IoT devices.,Artificial intelligence models run do not locally on do not edge devices for not quick responses.,48.07,4,5,Odd negations - no cancel
Class 1,Edge AI enables real-time decision-making on IoT devices.,Artificial intelligence models run locally on edge do not devices for quick responses.,81.72,0,2,Odd negations - no cancel
Class 1,Edge AI does not enabl real-time do not decision-making on IoT devices.,Artificial intelligence models run locally on edge devices for quick responses.,81.72,4,0,Multiple negations S1
Class 1,Edge AI enables real-time decision-making on IoT devices.,Artificial intelligence not models run locally on not edge devices for quick responses.,81.72,0,2,Multiple negations S2
Class 1,Edge AI does not enabl real-time not decision-making on not IoT devices.,Artificial intelligence models run locally on edge devices for quick responses.,81.72,4,0,Multiple negations S1
Class 1,Edge AI enables real-time decision-making on IoT devices.,Artificial intelligence models not run locally on edge devices for not quick responses.,81.72,0,2,Multiple negations S2
Class 1,Latency reduction is a key advantage of edge computing.,"Edge systems process data with minimal delay, improving responsiveness.",99.80674351,0,0,Original
Class 1,Latency reduction isn't a key advantage of edge computing.,"Edge systems process data with minimal delay, improving responsiveness.",64.87,1,0,Single negation S1
Class 1,Latency reduction is a key advantage of edge computing.,"Edge systems process not data with minimal delay, improving responsiveness.",64.87,0,1,Single negation S2
Class 1,Latency reduction isn't a key advantage of edge computing.,"Edge systems process data with not minimal delay, improving responsiveness.",91.82,1,1,Even negations - cancel
Class 1,Latency reduction isn't a key advantage of do not edge computing.,"Edge systems process not data with minimal do not delay, improving responsiveness.",91.82,3,3,Even negations - cancel
Class 1,Latency reduction isn't a key advantage of edge computing.,"Edge systems process data with not minimal delay, not improving responsiveness.",64.87,1,2,Even negations - cancel
Class 1,Latency reduction isn't a key not advantage of not edge computing.,"Edge systems process do not data with minimal delay, improving responsiveness.",64.87,3,2,Even negations - cancel
Class 1,Latency reduction isn't a key not advantage of edge computing.,"Edge systems process data with minimal not delay, improving responsiveness.",64.87,2,1,Odd negations - no cancel
Class 1,Latency reduction isn't a key advantage of edge computing.,"Edge systems process do not data with minimal delay, not improving responsiveness.",91.82,1,3,Odd negations - no cancel
